Date,Link,Title,Venue,Language
2020-01-08 22:59:22+00:00,https://www.20min.ch/ro/news/monde/story/11573120,20min - Un nouveau coronavirus apparaît en Chine,20 Minutes (FR),FR
2020-01-10 06:23:11.871000+00:00,https://www.nzz.ch/wissenschaft/ein-neuer-typ-des-coronavirus-soll-hinter-einer-raetselhaften-lungenkrankheits-epidemie-in-china-stecken-ld.1532877,Coronavirus soll Lungenkrankheit in China ausgelöst haben | NZZ,Neue Zürcher Zeitung,DE
2020-01-15 10:26:10.329000+00:00,https://www.nzz.ch/wissenschaft/erster-todesfall-durch-raetselhafte-neue-lungenkrankheit-in-china-ld.1533339,Chinesisches Coronavirus erstmals im Ausland nachgewiesen | NZZ,Neue Zürcher Zeitung,DE
2020-01-21 10:44:18.232000+00:00,https://www.nzz.ch/meinung/das-neue-coronavirus-ist-ansteckender-als-zunaechst-gedacht-aber-es-ist-bekaempfbar-ld.1535365,Neues Coronavirus in China: Gefährlich aber bekämpfbar,Neue Zürcher Zeitung,DE
2020-01-21 19:02:00+00:00,https://www.20min.ch/ausland/news/story/Erster-Fall-von-Coronavirus-in-den-USA-17292296,20min - Erster Fall von Coronavirus in den USA,20 Minuten (DE),DE
2020-01-21 21:35:28+00:00,https://www.tagesanzeiger.ch/wissen/medizin-und-psychologie/Coronavirus-aus-China-gelangt-in-die-USA/story/19777959,Coronavirus aus China gelangt in die USA | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-22 02:56:00+00:00,https://www.20min.ch/ro/news/monde/story/Le-coronavirus-pourrait--muter--18922361,20min - Le risque de mutation du coronavirus inquiète,20 Minutes (FR),FR
2020-01-22 07:09:18.614000+00:00,https://www.nzz.ch/panorama/china-ein-neuartiges-coronavirus-breitet-sich-aus-ld.1535081,China: Ein neuartiges Coronavirus breitet sich aus,Neue Zürcher Zeitung,DE
2020-01-22 07:49:43+00:00,https://www.24heures.ch/suisse/coronavirus-chine-fautil-s-inquieter-suisse/story/26070961,Coronavirus en Chine: faut-il s'inquiéter en Suisse? | 24 heures,24 heures,FR
2020-01-22 10:21:38.383800+00:00,https://www.blick.ch/news/ausland/erreger-breitet-sich-aus-erste-person-in-den-usa-mit-coronavirus-angesteckt-id15713381.html,Coronavirus aus China: Erste Person in den USA angesteckt ,Blick,DE
2020-01-22 14:10:00+00:00,https://www.20min.ch/wissen/news/story/-Schweiz-ist-sehr-gut-aufs-Coronavirus-vorbereitet--20895828,20min - «Schweiz ist sehr gut aufs Coronavirus vorbereitet»,20 Minuten (DE),DE
2020-01-22 14:56:31+00:00,https://www.aargauerzeitung.ch/leben/leben/unbekanntes-corona-virus-sorgt-fuer-unsicherheit-kriegen-wir-den-neuen-krankheitserreger-in-den-griff-136258476,Unbekanntes Corona-Virus sorgt für Unsicherheit – kriegen wir den neuen Krankheitserreger in den Griff? - Leben - Wissen - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-22 16:31:05.562000+00:00,https://www.nzz.ch/finanzen/auch-boersen-kriegen-lungenkrankheiten-genesen-in-der-regel-aber-rasch-ld.1535601,"Coronavirus, Sars: Was heisst das für die Börsen?",Neue Zürcher Zeitung,DE
2020-01-22 16:50:00+00:00,https://www.20min.ch/web/20200305041516/http://www.20min.ch/wissen/news/story/24402423,20min - So gefährlich ist das neue Coronavirus aus China,20 Minuten (DE),DE
2020-01-22 16:50:53+00:00,https://www.20min.ch/web/20200305041516/http://www.20min.ch/schweiz/news/story/21969194,20min - Das tun die Flughäfen gegen das Coronavirus,20 Minuten (DE),DE
2020-01-22 16:51:58.357000+00:00,https://www.nzz.ch/international/chinas-machthaber-werden-wegen-des-neuartigen-coronavirus-immer-nervoeser-ld.1535604,China: Neuartiger Coronavirus macht Machthaber nervös,Neue Zürcher Zeitung,DE
2020-01-22 17:11:29+00:00,https://www.tagesanzeiger.ch/schweiz/standard/berset-aeussert-sich-in-davos-zu-virusausbreitung/story/31637328,Coronavirus aus China – Berset äussert sich in Davos zu Virusausbreitung | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-22 17:57:24+00:00,https://www.tio.ch/dal-mondo/attualita/1415110/xi-jinping-sul-coronavirus-siamo-impegnati-in-severe-misure-di-controllo,Xi Jinping sul coronavirus: «Siamo impegnati in severe misure di controllo»,Il portale del Ticino,IT
2020-01-22 20:06:00+00:00,https://www.srf.ch/news/international/laut-staatsmedien-wegen-coronavirus-china-kappt-die-verbindungen-nach-wuhan,11-Millionen-Stadt abgeriegelt - Wegen Coronavirus: China kappt die Verbindungen nach Wuhan - News ,SRF,DE
2020-01-23 07:13:00+00:00,https://www.swissinfo.ch/ita/virus-wuhan-cina-test-depistaggio-svizzera/45509318,Dalla Svizzera un test per individuare il coronavirus,SWI swissinfo.ch (IT),IT
2020-01-23 12:04:39.393900+00:00,https://www.blick.ch/news/ausland/bereits-17-tote-in-china-schweiz-ist-auf-corona-virus-sehr-gut-vorbereitet-id15714668.html,Coronavirus aus China: So bereitet sich die Schweiz vor ,Blick,DE
2020-01-23 12:30:01+00:00,https://www.tagesanzeiger.ch/wissen/wie-gefaehrlich-ist-das-neue-virus-aus-china/story/31882055,Antworten zum Coronavirus – Wie gefährlich ist das neue Virus aus China? | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-23 16:44:28+00:00,https://www.tagesanzeiger.ch/wissen/medizin-und-psychologie/In-der-abgeriegelten-MillionenMetropole/story/25137292,Wuhan im Griff des Coronavirus – In der abgeriegelten Millionen-Metropole | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-23 18:09:20.185000+00:00,https://www.nzz.ch/international/wuhan-steht-unter-quarantaene-ld.1535863,"Der öffentliche Verkehr ist eingestellt. Die Bewohner sind aufgefordert, die Stadt nicht zu verlassen und Atemschutzmasken zu tragen: Wuhan steht wegen des Coronavirus unter Quarantäne | NZZ",Neue Zürcher Zeitung,DE
2020-01-23 20:06:00+00:00,https://www.srf.ch/news/schweiz/spitaeler-und-labore-schreckensgespenst-coronavirus-die-schweiz-ist-gewappnet,Spitäler und Labore - Schreckensgespenst Coronavirus – die Schweiz ist gewappnet - News ,SRF,DE
2020-01-23 20:40:00+00:00,https://www.20min.ch/ausland/news/story/18216671,20min - Huang (23) hat das Coronavirus überlebt,20 Minuten (DE),DE
2020-01-24 00:23:37.739000+00:00,https://www.nzz.ch/wissenschaft/der-coronavirusausbruch-in-china-ist-laut-der-who-noch-kein-globaler-notfall-ld.1536135,Der Coronavirusausbruch in China ist laut der WHO noch kein globaler Notfall | NZZ,Neue Zürcher Zeitung,DE
2020-01-24 05:49:32+00:00,https://www.tagesanzeiger.ch/ausland/asien-und-ozeanien/wie-chinas-praesident-die-furcht-vor-dem-virus-verstaerkt/story/29841060,Coronavirus in China – Präsident Xi Jinping verstärkt die Furcht vor dem Virus | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-24 13:57:45.503000+00:00,https://www.nzz.ch/international/coronavirus-in-china-wie-es-zur-quarantaene-von-millionen-kam-ld.1535975,Coronavirus in China: Wie es zur Quarantäne von Millionen kam,Neue Zürcher Zeitung,DE
2020-01-24 15:00:00+00:00,https://www.swissinfo.ch/ger/gesundheit_schweizer-test-zum-nachweis-des-chinesischen-corona-virus/45515142,Schweizer Test zum Nachweis des Coronavirus,SWI swissinfo.ch (DE),DE
2020-01-24 17:40:26+00:00,https://www.24heures.ch/monde/Coronavirus-les-USA-analysent-50-cas-potentiels/story/25215000,Coronavirus: les USA analysent 50 cas potentiels | 24 heures,24 heures,FR
2020-01-24 17:40:26+00:00,https://www.tdg.ch/monde/Coronavirus-les-USA-analysent-50-cas-potentiels/story/25215000,Coronavirus: les USA analysent 50 cas potentiels | Tribune de Genève,Tribune de Genève,FR
2020-01-24 19:33:49.744000+00:00,https://www.nzz.ch/meinung/corona-virus-seuchenbekaempfung-auf-chinesisch-ld.1536383,Corona-Virus: Seuchenbekämpfung auf Chinesisch,Neue Zürcher Zeitung,DE
2020-01-24 19:38:00+00:00,https://www.20min.ch/ro/news/monde/story/Un-troisi-me-cas-de-coronavirus-en-France-13210416,20min - Un troisième cas de coronavirus en France,20 Minutes (FR),FR
2020-01-24 19:44:00+00:00,https://www.srf.ch/news/international/coronavirus-in-europa-zwei-infektionen-in-frankreich-bestaetigt,Coronavirus in Europa - Drei Infektionen in Frankreich bestätigt - News ,SRF,DE
2020-01-25 04:01:18+00:00,https://www.24heures.ch/monde/Un-troisieme-cas-de-coronavirus-en-France/story/20938174,Un troisième cas de coronavirus en France | 24 heures,24 heures,FR
2020-01-25 04:01:18+00:00,https://www.tdg.ch/monde/premiers-cas-coronavirus-europe/story/20938174,Un troisième cas de coronavirus en France | Tribune de Genève,Tribune de Genève,FR
2020-01-25 05:00:00+00:00,https://www.cdt.ch/mondo/non-solo-coronavirus-ecco-i-malanni-piu-letali-del-momento-NY2256690,"Non solo coronavirus, ecco i malanni piÃ¹ letali del momento",Corriere del Ticino,IT
2020-01-25 05:23:17+00:00,https://www.aargauerzeitung.ch/ausland/coronavirus-erreicht-europa-faelle-in-frankreich-bestaetigt-136279194,Coronavirus erreicht Europa: Fälle in Frankreich bestätigt - Ausland - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-25 09:52:23.776000+00:00,https://www.nzz.ch/wirtschaft/das-corona-virus-drueck-auf-chinas-dynamik-ld.1536183,Das Coronavirus drückt auf Chinas Dynamik | NZZ,Neue Zürcher Zeitung,DE
2020-01-25 14:40:44+00:00,https://www.aargauerzeitung.ch/ausland/uebertragung-ansteckung-gefaehrlichkeit-was-ueber-das-coronavirus-bislang-bekannt-ist-136281238,"Übertragung, Ansteckung, Gefährlichkeit: Was über das Coronavirus bislang bekannt ist - Ausland - Aargauer Zeitung",Aargauer Zeitung,DE
2020-01-25 19:07:00+00:00,https://www.20min.ch/schweiz/news/story/Schweizer-in-China-besorgt-ueber-Coronavirus-15641096,20min - Schweizer in China wegen Coronavirus besorgt,20 Minuten (DE),DE
2020-01-25 20:00:20.119000+00:00,https://nzzas.nzz.ch/schweiz/coronavirus-erste-tests-in-der-schweiz-negativ-ld.1536488,Coronavirus: Erste Tests in der Schweiz negativ | NZZ am Sonntag,Neue Zürcher Zeitung,DE
2020-01-26 13:00:00+00:00,https://www.srf.ch/news/international/corona-virus-auf-dem-vormarsch-verdachtsfaelle-in-der-schweiz-gemeldet,Corona-Virus auf dem Vormarsch - Verdachtsfälle in der Schweiz gemeldet - News ,SRF,DE
2020-01-26 14:03:09+00:00,https://www.tagesanzeiger.ch/sonntagszeitung/standard/Studien-zeigen-neue-Details-des-Coronavirus/story/13512796,Grund für Todesfälle – Studien zeigen neue Details des Coronavirus | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-26 15:50:00+00:00,https://www.20min.ch/schweiz/news/story/Chinavirus-trifft-Schweizer-Tourismusbranche-14365256,20min - Coronavirus trifft Schweizer Tourismus,20 Minuten (DE),DE
2020-01-26 17:48:53.935000+00:00,https://www.nzz.ch/panorama/china-ergreift-drastische-massnahmen-ld.1536557,China ergreift drastische Massnahmen im Einsatz gegen das Coronavirus | NZZ,Neue Zürcher Zeitung,DE
2020-01-26 19:26:09+00:00,https://www.tdg.ch/monde/lutte-coronaviruss-intensifie-chine-suisse/story/28219114,"La lutte contre le coronavirus s’intensifie en Chine, mais aussi en Suisse | Tribune de Genève",Tribune de Genève,FR
2020-01-26 21:23:45.454000+00:00,https://www.nzz.ch/panorama/verdacht-auf-coronavirus-im-triemlispital-ld.1536591,Zwei Personen mit Verdacht auf Coronavirus im Zürcher Triemlispital | NZZ,Neue Zürcher Zeitung,DE
2020-01-27 04:10:04+00:00,https://www.aargauerzeitung.ch/ausland/80-tote-durch-coronavirus-in-china-und-mehr-als-2300-faelle-136286455,80 Tote durch Coronavirus in China und mehr als 2300 Fälle - Ausland - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-27 11:35:04+00:00,https://www.aargauerzeitung.ch/schweiz/abklaerungen-zu-zwei-zuercher-coronavirus-verdachtsfaellen-im-gang-136288492,Abklärungen zu zwei Zürcher Coronavirus-Verdachtsfällen im Gang - Schweiz - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-27 11:35:54+00:00,https://www.aargauerzeitung.ch/panorama/corona-verdachtsfaelle-in-zuerich-klarheit-besteht-erst-am-dienstag-136288481,Corona-Verdachtsfälle in Zürich: Klarheit besteht erst am Dienstag - Panorama - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-27 12:35:03+00:00,https://www.aargauerzeitung.ch/wirtschaft/corona-virus-haelt-chinesische-gaeste-von-der-schweiz-fern-136288674,Corona-Virus hält chinesische Gäste von der Schweiz fern - Wirtschaft - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-27 14:00:21+00:00,https://www.20min.ch/ro/lecteurreporter/story/28770325,20min - Coronavirus: une mauvaise blague agite un collège,20 Minutes (FR),FR
2020-01-27 14:20:08+00:00,https://www.20min.ch/ro/news/suisse/story/17576476,20min - Les entreprises s'arment face au coronavirus,20 Minutes (FR),FR
2020-01-27 14:35:05+00:00,https://www.aargauerzeitung.ch/schweiz/bisher-keine-bestaetigte-coronavirus-infektion-in-der-schweiz-136289163,Bisher keine bestätigte Coronavirus-Infektion in der Schweiz - Schweiz - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-27 15:37:13+00:00,https://www.tdg.ch/geneve/actu-genevoise/Pour-l-heure-ni-cas-averes-ni-suspicion-de-coronavirus-a-Geneve/story/23163947,"Pour l'heure, ni cas avérés ni suspicion de coronavirus à Genève | Tribune de Genève",Tribune de Genève,FR
2020-01-27 16:48:11.501000+00:00,https://www.nzz.ch/zuerich/coronavirus-wie-schuetzt-man-sich-am-besten-ld.1536786,Coronavirus: Wie schützt man sich am besten?,Neue Zürcher Zeitung,DE
2020-01-27 17:36:14+00:00,https://www.20min.ch/community/stories/story/Das-musst-du-ueber-den-Coronavirus-wissen-17825982,20min - Das musst du über das Coronavirus wissen,20 Minuten (DE),DE
2020-01-27 19:59:19+00:00,https://www.20min.ch/ro/news/geneve/story/24430256,20min - Pros du tourisme pas trop touchés par le coronavirus,20 Minutes (FR),FR
2020-01-27 19:59:32+00:00,https://www.tagesanzeiger.ch/wirtschaft/Coronavirus-Das-sollten-Reisende-wissen/story/27890308,Coronavirus in China – Das sollten Reisende wissen | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-27 20:09:09+00:00,https://www.20min.ch/finance/news/story/25935238,20min - So reagiert die Wirtschaft auf das Coronavirus,20 Minuten (DE),DE
2020-01-27 21:39:49+00:00,https://www.tdg.ch/suisse/suisse-prepare-coronavirus/story/11590293,Comment la Suisse se prépare au coronavirus | Tribune de Genève,Tribune de Genève,FR
2020-01-27 22:21:01.920000+00:00,https://www.nzz.ch/wirtschaft/corona-virus-beunruhigt-die-finanzmaerkte-ld.1536692,Coronavirus beunruhigt die Finanzmärkte: Nach den Europäischen Börsen rutscht auch der US-Markt ins Minus US-Börsen | NZZ,Neue Zürcher Zeitung,DE
2020-01-28 04:00:00+00:00,https://www.aargauerzeitung.ch/wirtschaft/das-corona-virus-verbreitet-sich-nun-auch-in-der-wirtschaft-136291114,Das Corona-Virus verbreitet sich nun auch in der Wirtschaft - Wirtschaft - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-28 05:50:28+00:00,https://www.24heures.ch/monde/appeler-medecin-traitant/story/23049796,Coronavirus: Faut-il s'inquiéter? – Quand faut-il appeler son médecin traitant? | 24 heures,24 heures,FR
2020-01-28 05:54:59+00:00,https://www.24heures.ch/suisse/suisse-prepare-coronavirus/story/18126244,Lutte contre l'épidémie – Comment la Suisse se prépare au coronavirus | 24 heures,24 heures,FR
2020-01-28 06:51:24.242400+00:00,https://www.blick.ch/news/ausland/dutzende-tote-hunderte-infiziert-warum-macht-uns-das-coronavirus-solche-angst-id15718102.html,Coronavirus breitet sich aus: Warum macht das Virus so Angst? ,Blick,DE
2020-01-28 06:51:26.262600+00:00,https://www.blick.ch/news/ausland/drei-patienten-in-frankreich-mit-coronavirus-infiziert-bund-sagt-wir-koennen-das-virus-nicht-an-der-landesgrenze-aufhalten-id15719145.html,BAG zu Coronavirus: Virus stoppt nicht an Landesgrenzen ,Blick,DE
2020-01-28 06:51:33.333300+00:00,https://www.blick.ch/news/ausland/weltweit-neue-opfer-des-corona-virus-bund-verschaerft-meldepflicht-id15719870.html,Coronavirus Ausbreitung: Bund verschärft Meldepflicht ,Blick,DE
2020-01-28 07:11:29.835000+00:00,https://www.nzz.ch/wissenschaft/neues-coronavirus-zwei-szenarien-zeichnen-sich-ab-ld.1536808,Neues Coronavirus: zwei Szenarien zeichnen sich ab,Neue Zürcher Zeitung,DE
2020-01-28 07:17:55+00:00,https://www.aargauerzeitung.ch/aargau/kanton-aargau/das-kantonsspital-baden-erwartet-das-corona-virus-auch-in-aarau-ist-man-vorbereitet-136290610,Das Kantonsspital Baden erwartet das Corona-Virus – auch in Aarau ist man vorbereitet - Kanton (Aargau) - Aargau - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-28 08:29:00+00:00,https://www.20min.ch/ro/news/suisse/story/A-Zurich--le-coronavirus-n-est-pas-present-21650936,20min - Coronavirus: une «hotline» va être mise en place,20 Minutes (FR),FR
2020-01-28 10:00:00+00:00,https://www.srf.ch/news/schweiz/ausbreitung-des-corona-virus-bisher-gibt-es-keinen-bestaetigten-fall-in-der-schweiz,Ausbreitung des Coronavirus  - «Bisher gibt es keinen bestätigten Fall in der Schweiz» - News ,SRF,DE
2020-01-28 11:13:40+00:00,https://www.tagesanzeiger.ch/web/20200128065524/http://www.tagesanzeiger.ch/zuerich/stadt/verdacht-auf-coronavirus-in-zuerich-triemlispital-nimmt-stellung/story/22647563,Coronavirus-Verdacht in Zürich – Noch keine Entwarnung am Triemlispital | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-28 11:31:48+00:00,https://www.24heures.ch/economie/Les-montres-redoutent-l-impact-du-coronavirus/story/27323421,Les montres redoutent l'impact du coronavirus | 24 heures,24 heures,FR
2020-01-28 11:31:48+00:00,https://www.tdg.ch/economie/Les-montres-redoutent-l-impact-du-coronavirus/story/27323421,Les montres redoutent l'impact du coronavirus | Tribune de Genève,Tribune de Genève,FR
2020-01-28 11:32:21+00:00,https://www.20min.ch/ro/economie/news/story/Les-montres-redoutent-l-impact-du-coronavirus-15308572,20min - Les montres redoutent l'impact du coronavirus,20 Minutes (FR),FR
2020-01-28 12:25:46.464600+00:00,https://www.blick.ch/news/politik/gehts-noch-herr-botschafter-schweizer-diplomat-reisst-witz-ueber-coronavirus-id15721611.html,Schweizer Diplomat reisst Witz über Coronavirus ,Blick,DE
2020-01-28 13:39:15.151500+00:00,https://www.blick.ch/news/schweiz/zentralschweiz/coronavirus-breitet-sich-aus-luzern-bangt-um-seine-wichtigsten-touristen-id15722208.html,Touristenmetropole Luzern steht im Bann des Coronavirus ,Blick,DE
2020-01-28 13:53:25.252500+00:00,https://www.blick.ch/news/wirtschaft/angst-wegen-coronavirus-riesenansturm-auf-atemschutzmasken-in-der-schweiz-id15722218.html,Angst wegen Coronavirus: Riesenansturm auf Atemschutzmasken ,Blick,DE
2020-01-28 13:58:10.101000+00:00,https://www.blick.ch/news/schweiz/corona-verdacht-bei-triemli-patienten-ist-seit-sonntagabend-ausgeraeumt-behoerden-haetten-laengst-entwarnung-geben-koennen-id15722369.html,Coronavirus: BAG gibt Entwarnung für Verdachtsfälle in Zürich ,Blick,DE
2020-01-28 14:05:16.161600+00:00,https://www.blick.ch/news/schweiz/blick-beantwortet-fragen-zum-wuhan-virus-sind-paeckli-aus-china-corona-verseucht-id15720849.html,Ausbreitung des Coronavirus: Sind Pakete aus China gefährlich?,Blick,DE
2020-01-28 14:36:37.373700+00:00,https://www.blick.ch/news/politik/weil-das-rahmenabkommen-fehlt-coronavirus-eu-laesst-die-schweiz-haengen-id15722508.html,Weil Abkommen fehlt: EU lässt Schweiz bei Coronavirus hängen ,Blick,DE
2020-01-28 14:38:00+00:00,https://www.20min.ch/schweiz/bern/story/25310447,20min - Coronavirus-Scherz ging nach hinten los,20 Minuten (DE),DE
2020-01-28 15:01:06+00:00,https://www.tio.ch/dal-mondo/economia/1416153/il-coronavirus-mette-i-bastoni-fra-le-ruote-a-apple,Il coronavirus mette i bastoni fra le ruote a Apple,Il portale del Ticino,IT
2020-01-28 17:32:00+00:00,https://www.20min.ch/sport/ski/story/24410235,20min - Coronavirus bedroht den Ski-Weltcup in China,20 Minuten (DE),DE
2020-01-28 19:06:16+00:00,https://www.aargauerzeitung.ch/leben/corona-virus-ausbruch-diese-epidemie-wird-uns-sicher-noch-monate-beschaeftigen-136295521,Corona-Virus-Ausbruch: «Diese Epidemie wird uns sicher noch Monate beschäftigen» - Wissen - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-28 19:20:31.313100+00:00,https://www.blick.ch/news/wirtschaft/corona-virus-schickt-euro-auf-3-jahres-tief-nur-noch-1-066-franken-fuer-einen-euro-id15723234.html,3-Jahres-Tief: Coronavirus schickt Euro auf Talfahrt ,Blick,DE
2020-01-28 20:02:35.051000+00:00,https://www.nzz.ch/schweiz/navi-so-funktioniert-das-labor-fuer-coronavirus-verdachtsfaelle-ld.1536909,Coronavirus: Im Labor braucht es nicht die höchste Sicherheit,Neue Zürcher Zeitung,DE
2020-01-28 20:13:30+00:00,https://www.tdg.ch/geneve/actu-genevoise/face-expansion-coronavirus-hug-veulent-informer-rassurer/story/29771184,"Face à l’expansion du coronavirus, les HUG veulent informer et rassurer | Tribune de Genève",Tribune de Genève,FR
2020-01-28 20:42:27+00:00,https://www.tagesanzeiger.ch/wirtschaft/standardwie-eine-pandemie-die-wirtschaft-beeinflusst/story/12939558,Ausbreitung des Coronavirus – Wie eine Pandemie die Wirtschaft beeinflusst | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-28 20:58:31+00:00,https://www.tio.ch/dal-mondo/attualita/1416179/coronavirus-imprevedibile-l-epidemia-potrebbe-durare-mesi,Coronavirus «imprevedibile. L’epidemia potrebbe durare mesi»,Il portale del Ticino,IT
2020-01-28 22:42:17+00:00,https://www.tio.ch/svizzera/attualita/1416221/c-e-il-coronavirus-a-scuola-ma-era-uno-scherzo,"«C'è il coronavirus a scuola», ma era uno scherzo",Il portale del Ticino,IT
2020-01-29 01:03:48.046000+00:00,https://www.nzz.ch/wirtschaft/tausende-bussgelder-wegen-diesel-fahrverboten-verhaengt-und-weitere-wirtschaftsmeldungen-ld.1536642,"Coronavirus beeinträchtigt Zulieferkette von Apple in China, ein weiterer Glasenberg in Führungsposition bei Glencore – und weitere Wirtschaftsmeldungen | NZZ",Neue Zürcher Zeitung,DE
2020-01-29 02:07:04+00:00,https://www.24heures.ch/high-tech/apple-grande-forme-prepare-coronavirus/story/23250171,Apple en grande forme se prépare au coronavirus | 24 heures,24 heures,FR
2020-01-29 02:07:04+00:00,https://www.tdg.ch/high-tech/apple-grande-forme-prepare-coronavirus/story/23250171,Apple en grande forme se prépare au coronavirus | Tribune de Genève,Tribune de Genève,FR
2020-01-29 03:27:09+00:00,https://www.24heures.ch/monde/virus-propage-evacuations-etrangers/story/28325451,"Epidémie de coronavirus – Le virus se propage, évacuations d'étrangers | 24 heures",24 heures,FR
2020-01-29 03:27:09+00:00,https://www.tdg.ch/monde/virus-propage-evacuations-etrangers/story/28325451,"Epidémie de coronavirus – Le virus se propage, évacuations d'étrangers | Tribune de Genève",Tribune de Genève,FR
2020-01-29 04:00:00+00:00,https://www.aargauerzeitung.ch/basel/basel-stadt/die-art-basel-in-hongkong-ist-vom-corona-virus-bedroht-136294386,Die Art Basel in Hongkong ist vom Corona-Virus bedroht - Basel Stadt - Basel - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-29 04:00:00+00:00,https://www.aargauerzeitung.ch/ausland/nach-dem-corona-virus-ausbruch-mischt-sich-in-china-nun-frust-in-die-angst-136295923,Nach dem Corona-Virus-Ausbruch mischt sich in China nun Frust in die Angst - Ausland - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-29 06:50:21+00:00,https://www.aargauerzeitung.ch/leben/forschung-technik/25-neue-todesfaelle-in-chinesischer-provinz-hubei-durch-coronavirus-136296306,25 neue Todesfälle in chinesischer Provinz Hubei durch Coronavirus - Forschung und Technik - Wissen - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-29 09:21:00+00:00,https://www.20min.ch/ro/sports/lhiver/story/Pas-de-courses-en-Chine---cause-du-coronavirus-15093592,20min - Pas de courses en Chine à cause du coronavirus,20 Minutes (FR),FR
2020-01-29 10:57:10+00:00,https://www.tagesanzeiger.ch/schweiz/standard/bund-wappnet-sich-fuer-coronavirus/story/24976629,Coronavirus: Bund hinterlässt keinen überzeugenden Eindruck | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-29 11:22:40+00:00,https://www.20min.ch/ro/news/suisse/story/18661135,20min - Coronavirus: une cinquantaine de cas suspects,20 Minutes (FR),FR
2020-01-29 15:29:00+00:00,https://www.srf.ch/news/schweiz/wegen-corona-virus-swiss-streicht-alle-fluege-von-und-nach-china,Wegen Corona-Virus - Swiss streicht Flüge von und nach China - News ,SRF,DE
2020-01-29 16:45:48+00:00,https://www.tagesanzeiger.ch/wissen/medizin-und-psychologie/coronavirus-in-bayern-das-sind-sehr-beunruhigende-nachrichten/story/31870164,Coronavirus in Bayern: «Das sind sehr beunruhigende Nachrichten» | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-29 19:42:21+00:00,https://www.24heures.ch/vaud-regions/deux-cas-encore-suspects-canton/story/18536913,Epidémie de coronavirus – Deux cas encore suspects dans le canton | 24 heures,24 heures,FR
2020-01-29 20:44:00+00:00,https://www.srf.ch/news/schweiz/corona-virus-nach-antrag-schweiz-erhaelt-zugang-zu-viren-warnsystem-der-eu,Corona-Virus - Nach Antrag: Schweiz erhält Zugang zu Viren-Warnsystem der EU - News ,SRF,DE
2020-01-30 01:24:00+00:00,https://www.20min.ch/ro/news/monde/story/18854756,20min - Coronavirus: le bilan ne cesse de s'alourdir,20 Minutes (FR),FR
2020-01-30 02:10:03+00:00,https://www.aargauerzeitung.ch/panorama/vermischtes/zahl-der-todesfaelle-durch-coronavirus-in-china-steigt-um-38-auf-170-136301128,Zahl der Todesfälle durch Coronavirus in China steigt um 38 auf 170 - Vermischtes - Panorama - Aargauer Zeitung,Aargauer Zeitung,DE
2020-01-30 06:49:50+00:00,https://www.20min.ch/schweiz/news/story/31349002,20min - So werden Coronavirus-Verdachtsfälle isoliert,20 Minuten (DE),DE
2020-01-30 07:41:55+00:00,https://www.tagesanzeiger.ch/schweiz/standard/coronavirus-patienten-und-medizinisches-personal-verunsichert/story/18242617,Coronavirus-Verdacht in Zürich – Corona-Panik: Patienten und Fachpersonal verunsichert | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-30 07:56:45+00:00,https://www.tagesanzeiger.ch/ausland/asien-und-ozeanien/xi-jinpings-china-erlebt-sein-tschernobyl/story/26828378,Coronavirus-Pandemie – Xi Jinpings China erlebt sein Tschernobyl | Tages-Anzeiger,Tages Anzeiger,DE
2020-01-30 08:00:59.552000+00:00,https://www.nzz.ch/international/pjongjang-wird-wegen-des-coronavirus-immer-nervoeser-ld.1537406,Pjongjang wird wegen des Coronavirus immer nervöser | NZZ,Neue Zürcher Zeitung,DE
2020-01-30 09:55:25+00:00,https://www.tagesanzeiger.ch/schweiz/standard/Roche-gibt-CoronaTest-gratis-ab/story/23593308,Roche gibt Corona-Test gratis ab | Tages-Anzeiger,Tages Anzeiger,DE
