Date,Link,Title,Venue,Language
2020-03-19 10:53:43+00:00,https://www.aargauerzeitung.ch/ausland/krematorium-ueberfordert-italiens-militaer-muss-corona-tote-aus-bergamo-abtransportieren-137183692,Krematorium überfordert: Italiens Militär muss Corona-Tote aus Bergamo abtransportieren - Ausland - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-19 11:01:27+00:00,https://www.tagesanzeiger.ch/kultur/pop-und-jazz/cardi-b-liefert-coronahit/story/11977811,Cardi B liefert Corona-Hit | Tages-Anzeiger,Tages Anzeiger,DE
2020-03-19 11:04:54.084000+00:00,https://www.nzz.ch/sport/coronavirus-im-schweizer-fussball-werden-viele-bluten-ld.1547297,Coronavirus: Im Schweizer Fussball werden viele bluten,Neue Zürcher Zeitung,DE
2020-03-19 11:20:05+00:00,https://www.aargauerzeitung.ch/kultur/playboy-stoppt-in-usa-seine-printausgabe-auch-wegen-corona-137184396,"""Playboy"" stoppt in USA seine Printausgabe - auch wegen Corona - Kultur - Aargauer Zeitung",Aargauer Zeitung,DE
2020-03-19 11:30:04+00:00,https://www.aargauerzeitung.ch/ausland/litauen-veroeffentlicht-bewegungsrouten-von-coronavirus-infizierten-137184688,Litauen veröffentlicht Bewegungsrouten von Coronavirus-Infizierten - Ausland - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-19 11:36:00+00:00,https://www.srf.ch/sport/fussball/super-league/wegen-corona-krise-sion-praesident-constantin-kuendigt-9-spielern-fristlos,Wegen Corona-Krise - Sion-Präsident Constantin kündigt 9 Spielern fristlos - Sport ,SRF,DE
2020-03-19 11:51:23+00:00,https://www.aargauerzeitung.ch/aargau/aarau/die-erste-migros-eroeffnung-bei-der-wc-papier-eine-rolle-spielt-einweihungs-party-faellt-wegen-corona-virus-aus-137175650,"Die erste Migros-Eröffnung, bei der WC-Papier eine Rolle spielt – Einweihungs-Party fällt wegen Corona-Virus aus - Aarau - Aargau - Aargauer Zeitung",Aargauer Zeitung,DE
2020-03-19 11:57:28+00:00,https://www.tagesanzeiger.ch/wissen/coronavirus/was-handyhygiene-in-der-coronakrise-bringt/story/17092825,Was Handy-Hygiene in der Corona-Krise bringt | Tages-Anzeiger,Tages Anzeiger,DE
2020-03-19 12:05:33+00:00,https://www.bernerzeitung.ch/ausland/amerika/biden-gewinnt-die-coronavorwahl/story/30215848,"Siege in Florida, Illinois und Arizona – Biden gewinnt Corona-Vorwahl und wird wohl Trump fordern | Berner Zeitung",Berner Zeitung,DE
2020-03-19 12:05:33+00:00,https://www.tagesanzeiger.ch/ausland/amerika/biden-gewinnt-die-coronavorwahl/story/30215848,"Siege in Florida, Illinois und Arizona – Biden gewinnt Corona-Vorwahl und wird wohl Trump fordern | Tages-Anzeiger",Tages Anzeiger,DE
2020-03-19 12:07:03+00:00,https://www.aargauerzeitung.ch/aargau/kanton-aargau/das-corona-virus-macht-den-aargau-zum-geisterkanton-diese-45-bilder-zeigen-die-grosse-leere-137183493,Das Corona-Virus macht den Aargau zum Geisterkanton – diese 45 Bilder zeigen die grosse Leere - Kanton (Aargau) - Aargau - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-19 12:08:42.424200+00:00,https://www.blick.ch/people-tv/ein-haufen-schwachsinn-hollywood-star-vanessa-hudgens-schockt-mit-corona-aussage-id15803750.html,Schauspielerin Vanessa Hudgens schockt mit Coronavirus-Aussage,Blick,DE
2020-03-19 12:09:03.033000+00:00,https://www.blick.ch/sport/fussball/international/bundesliga/als-erste-bundesliga-profis-gladbach-stars-zakaria-und-co-verzichten-auf-lohn-id15804202.html,Fussball: Sommer und Co. verzichten wegen Corona auf Gehalt ,Blick,DE
2020-03-19 12:10:35.353500+00:00,https://www.blick.ch/people-tv/schweizer-schlagersaengerin-leidet-auf-mallorca-ich-sitze-im-schoensten-knast-der-welt-fest-id15803639.html,Schweizer Auswanderin sitzt wegen Corona auf Mallorca fest ,Blick,DE
2020-03-19 12:26:06.838000+00:00,https://www.nzz.ch/international/in-asien-beobachtet-man-bereits-zwei-geschwindigkeiten-oertlich-halten-sich-die-ansteckungen-in-grenzen-andernorts-explodieren-sie-ld.1547335,Coronavirus in Asien: Eine Entwicklung in zwei Geschwindigkeiten,Neue Zürcher Zeitung,DE
2020-03-19 12:59:19.654000+00:00,https://www.nzz.ch/international/coronavirus-iran-ausbreitung-schwer-einzudaemmen-ld.1547156,Coronavirus Iran: Ausbreitung schwer einzudämmen,Neue Zürcher Zeitung,DE
2020-03-19 13:05:06+00:00,https://www.aargauerzeitung.ch/ausland/stoltenberg-fordert-trotz-corona-mehr-ausgaben-fuer-verteidigung-137187178,Stoltenberg fordert trotz Corona mehr Ausgaben für Verteidigung - Ausland - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-19 13:24:48.158000+00:00,https://www.nzz.ch/zuerich/coronavirus-in-zuerich-ein-leben-wie-in-einem-katastrophenfilm-ld.1547124,Coronavirus in Zürich: «Ein Leben wie in einem Katastrophenfilm»,Neue Zürcher Zeitung,DE
2020-03-19 13:36:12+00:00,https://www.aargauerzeitung.ch/leben/kompletter-bloedsinn-so-demontiert-ein-biophysiker-ein-video-eines-deutschen-arztes-137181157,Coronavirus: «Kompletter Blödsinn» – so demontiert ein Biophysiker das Video von Arzt Wolfgang Wodarg - Wissen - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-19 13:38:22.222200+00:00,https://www.blick.ch/sport/fussball/challengeleague/der-neue-corona-alltag-gc-captain-salatic-huetet-seine-vier-kinder-id15801971.html,Corona-Alltag: GC-Captain Vero Salatic hütet seine 4 Kinder ,Blick,DE
2020-03-19 13:43:41.414100+00:00,https://www.blick.ch/life/keine-chance-als-eltern-wie-kann-man-alle-coronavirus-richtlinien-erfuellen-id15799319.html,Coronavirus macht das Elternsein sehr schwer ,Blick,DE
2020-03-19 13:50:49+00:00,https://www.aargauerzeitung.ch/schweiz/anweisung-an-die-bevoelkerung-die-radioansagen-zum-corona-virus-werden-bis-mindestens-sonntagabend-verlaengert-137188332,Anweisung an die Bevölkerung – die Radioansagen zum Corona-Virus werden bis mindestens Sonntagabend verlängert - Schweiz - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-19 13:51:31.313100+00:00,https://www.blick.ch/news/wirtschaft/zinsentscheid-der-snb-nationalbankhaelt-an-geldpolitik-fest-id15803617.html,SNB in Zeiten des Coronavirus: Notenbank und der Leitzins ,Blick,DE
2020-03-19 14:00:00+00:00,https://www.swissinfo.ch/ger/beobachtungen_coronavirus---so-erlebe-ich-mein-bern-in-dieser-zeit----teil-2/45627742,"Coronavirus: ""So erlebe ich mein Bern in dieser Zeit"" - Teil 2",SWI swissinfo.ch (DE),DE
2020-03-19 14:00:00+00:00,https://www.swissinfo.ch/eng/crunching-the-numbers_why-switzerland-struggles-to-keep-track-of-coronavirus-cases/45628604,Why Switzerland struggles to keep track of coronavirus cases ,SWI swissinfo.ch (EN),EN
2020-03-19 14:00:00+00:00,https://www.swissinfo.ch/ita/se-un-pericolo-si-cela-nella-spesa_un-servizio-comunale-per-gli-anziani-per-scongiurare-la-covid-19/45628228,Un servizio comunale per gli anziani per scongiurare la Covid-19,SWI swissinfo.ch (IT),IT
2020-03-19 14:00:04+00:00,https://www.aargauerzeitung.ch/wirtschaft/seco-erwartet-deutliche-rezession-wegen-coronavirus-137187226,Seco erwartet deutliche Rezession wegen Coronavirus - Wirtschaft - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-19 14:02:27.650000+00:00,https://www.nzz.ch/wirtschaft/die-swiss-muss-einen-grossen-teil-ihrer-flotte-auf-den-boden-stellen-ld.1547332,Coronavirus: Swiss lässt Grossteil der Flotte am Boden,Neue Zürcher Zeitung,DE
2020-03-19 14:26:42.863000+00:00,https://www.nzz.ch/visuals/coronavirus-warum-die-toedlichkeit-des-coronavirus-in-italien-so-hoch-ist-ld.1546758,"Zwei Erklärungsansätze, warum die Letalität des Coronavirus in Italien so hoch ist | NZZ",Neue Zürcher Zeitung,DE
2020-03-19 14:39:13.131300+00:00,https://www.blick.ch/sport/fussball/superleague/fcz-boss-canepa-verlangt-spieler-sollen-auf-lohn-verzichten-id15803705.html,Coronavirus: FCZ-Boss Canepa verlangt Lohnverzicht ,Blick,DE
2020-03-19 14:40:28+00:00,https://www.20min.ch/ro/news/monde/story/27001679,20min - Attention aux arnaques liées au coronavirus,20 Minutes (FR),FR
2020-03-19 14:41:06+00:00,https://www.aargauerzeitung.ch/schweiz/zuerich-schnuert-corona-paket-kanton-sichert-mit-425-millionen-bankkredite-an-kmu-ab-137189759,Zürich schnürt Corona-Paket: Kanton sichert mit 425 Millionen Bankkredite an KMU ab - Schweiz - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-19 14:42:14+00:00,https://www.aargauerzeitung.ch/leben/leben/onlinehandel-corona-tests-und-twint-zahlungen-die-auswirkungen-des-corona-virus-in-sieben-zahlen-137181066,"Flugverkehr, Onlinehandel, Zuschauer: Die Auswirkungen des Coronavirus in sechs Zahlen - Leben - Wissen - Aargauer Zeitung",Aargauer Zeitung,DE
2020-03-19 14:43:46+00:00,https://www.aargauerzeitung.ch/panorama/bundesgericht-faehrt-betrieb-wegen-corona-krise-teilweise-runter-137189876,Bundesgericht fährt Betrieb wegen Corona-Krise teilweise runter - Panorama - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-19 14:49:19.249000+00:00,https://www.nzz.ch/wissenschaft/coronavirus-schutz-vor-epidemie-ld.1542815,Coronavirus in der Schweiz: Wie kann ich mich schützen? | NZZ,Neue Zürcher Zeitung,DE
2020-03-19 14:52:09+00:00,https://www.24heures.ch/monde/Attention-aux-arnaques-liees-au-coronavirus/story/25576804,Attention aux arnaques liées au coronavirus | 24 heures,24 heures,FR
2020-03-19 14:52:09+00:00,https://www.tdg.ch/monde/Attention-aux-arnaques-liees-au-coronavirus/story/25576804,Attention aux arnaques liées au coronavirus | Tribune de Genève,Tribune de Genève,FR
2020-03-19 14:52:28+00:00,https://www.aargauerzeitung.ch/schweiz/wegen-corona-virus-laesst-die-eu-schweizer-medizinalfirmen-vom-haken-137187213,Wegen Corona-Virus: Lässt die EU Schweizer Medizinalfirmen vom Haken? - Schweiz - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-19 15:12:00.459000+00:00,https://www.bernerzeitung.ch/schreiben-sie-uns-wie-es-ihnen-geht-und-was-sie-beschaeftigt-717465603200,Forum – Mein Alltag und Corona | Berner Zeitung,Berner Zeitung,DE
2020-03-19 15:12:48.551000+00:00,https://www.tagesanzeiger.ch/ausland/europa/eindringlicher-rat-aus-bergamo-nutzt-die-zeit/story/14138696,Coronavirus in Italien – Eindringlicher Appell aus Bergamo: «Nutzt die Zeit» | Tages-Anzeiger,Tages Anzeiger,DE
2020-03-19 15:16:00+00:00,https://www.20min.ch/schweiz/basel/story/18486926,20min - Corona-Rant von Moderator geht viral,20 Minuten (DE),DE
2020-03-19 15:25:00+00:00,https://www.srf.ch/radio-srf-1/radio-srf-1/genug-corona-news-fuer-heute-entdecken-sie-die-podcasts-von-srf,Genug Corona-News für heute? - Entdecken Sie die Podcasts von SRF - Radio SRF 1 ,SRF,DE
2020-03-19 15:25:44.444400+00:00,https://www.blick.ch/web/20200318025244/http://www.blick.ch/news/politik/kantone-erklaeren-notlage-druck-auf-regierung-steigt-was-beschloss-der-bundesrat-in-seiner-krisensitzung-id15798217.html,Coronavirus Schweiz: Diese Regeln gelten während des Lockdown ,Blick,DE
2020-03-19 15:27:11.111100+00:00,https://www.blick.ch/news/schweiz/sprachnachricht-mit-fake-news-ueber-whatsapp-verbreitet-ibuprofen-macht-nicht-anfaellig-fuer-coronavirus-id15796674.html,Coronavirus: BAG empfiehlt vorerst Verzicht auf Ibuprofen ,Blick,DE
2020-03-19 15:29:02.022000+00:00,https://www.blick.ch/news/politik/das-bedeutet-das-verbot-privater-veranstaltungen-darf-man-jetzt-niemanden-mehr-treffen-id15802690.html,Veranstaltungsverbot wegen Coronavirus: Was heisst das genau? ,Blick,DE
2020-03-19 15:38:06.066000+00:00,https://www.blick.ch/news/wirtschaft/antikoerper-soll-durchbruch-bringen-start-up-sucht-blutspender-fuer-corona-medikament-id15804694.html,Coronavirus: Start-up sucht Blutspender für Medikament ,Blick,DE
2020-03-19 15:44:02.022000+00:00,https://www.blick.ch/auto/news_n_trends/coronavirus-legt-industrie-und-gesellschaft-flach-autohersteller-treten-auf-die-bremse-id15803789.html,Coronavirus legt Autoindustrie und Gesellschaft flach ,Blick,DE
2020-03-19 15:56:00+00:00,https://www.swissinfo.ch/fre/covid-19_la-propagation-rapide-du-coronavirus-complique-les-tests-syst%C3%A9matiques/45629128,La propagation rapide du coronavirus complique les tests systématiques,SWI swissinfo.ch (FR),FR
2020-03-19 15:57:43.910000+00:00,https://www.nzz.ch/schweiz/coronavirus-nicht-der-hund-uebertraegt-die-krankheit-aber-sein-halsband-ld.1546968,"Coronavirus und Haustiere: Nicht der Hund überträgt die Krankheit, aber sein Halsband | NZZ",Neue Zürcher Zeitung,DE
2020-03-19 16:02:10.101000+00:00,https://www.blick.ch/sport/olympia/ioc-haelt-am-tokio-termin-im-juli-fest-aufstand-der-athleten-gegen-olympia-id15801957.html,Trotz Coronavirus: IOC hält weiter an Olympischen Spielen fest,Blick,DE
2020-03-19 16:17:26.102000+00:00,https://www.nzz.ch/meinung/in-der-krise-muss-die-gesellschaft-an-einem-strang-ziehen-ld.1547412,Corona: Die Krise als Reifetest für die Schweizer Gesellschaft,Neue Zürcher Zeitung,DE
2020-03-19 16:42:40+00:00,https://www.tdg.ch/suisse/Coronavirus-l-appel-urgent-de-lOFSP-en-video/story/13225935,Coronavirus: l'appel urgent de l'OFSP en vidéo | Tribune de Genève,Tribune de Genève,FR
2020-03-19 16:48:57+00:00,https://www.24heures.ch/sante/sante/La-transmission-du-coronavirus-ou-la-vengeance-du-pangolin/story/26948970,La transmission du coronavirus ou la vengeance du pangolin | 24 heures,24 heures,FR
2020-03-19 16:53:00+00:00,https://www.srf.ch/radio-srf-virus/aktuell/coronavirus-so-kannst-du-anderen-in-der-jetzigen-situation-helfen,Coronavirus - So kannst du anderen in der jetzigen Situation helfen - Radio SRF Virus ,SRF,DE
2020-03-19 16:53:30+00:00,https://www.20min.ch/ausland/news/story/29916845,20min - Mit Robotern gegen das Coronavirus,20 Minuten (DE),DE
2020-03-19 16:59:54.545400+00:00,https://www.blick.ch/news/schweiz/trotz-corona-verbot-coiffeuse-und-coiffeure-schneiden-haare-einfach-daheim-schwarzarbeit-zu-hause-ist-absolut-unverantwortlich-id15804577.html,Trotz Coronavirus-Verbot schneiden Coiffeure weiter die Haare ,Blick,DE
2020-03-19 17:03:53+00:00,https://www.bernerzeitung.ch/ausland/standard/wem-die-coronakrise-nutzt/story/23509544,Wem die Corona-Krise nützt | Berner Zeitung,Berner Zeitung,DE
2020-03-19 17:03:53+00:00,https://www.tagesanzeiger.ch/ausland/standard/wem-die-coronakrise-nutzt/story/23509544,Wem die Corona-Krise nützt | Tages-Anzeiger,Tages Anzeiger,DE
2020-03-19 17:14:00+00:00,https://www.20min.ch/ausland/news/story/24435707,20min - Scheidungszahlen explodieren in China nach Corona-Krise,20 Minuten (DE),DE
2020-03-19 17:14:14+00:00,https://www.tagesanzeiger.ch/ausland/amerika/welche-politiker-mit-der-coronakrise-ueberfordert-sind/story/13732122,Welche Politiker mit Corona überfordert sind | Tages-Anzeiger,Tages Anzeiger,DE
2020-03-19 17:20:03+00:00,https://www.tagesanzeiger.ch/kultur/diverses/die-instagramstars-und-die-coronakrise/story/25409929,Die Instagram-Stars und die Corona-Krise | Tages-Anzeiger,Tages Anzeiger,DE
2020-03-19 17:21:00+00:00,https://www.srf.ch/sport/allgemein/erschwerte-doping-kontrollen-der-kampf-um-sauberen-sport-in-der-corona-krise,Erschwerte Doping-Kontrollen - Der Kampf um sauberen Sport in der Corona-Krise - Sport ,SRF,DE
2020-03-19 17:25:41.414100+00:00,https://www.blick.ch/news/schweiz/mittelland/beim-skifahren-in-ischgl-aargauer-polizeisprecher-max-suter-steckt-sich-mit-coronavirus-an-id15804347.html,Aargauer Polizeisprecher Suter steckt sich mit Coronavirus an ,Blick,DE
2020-03-19 17:27:29.117000+00:00,https://www.nzz.ch/zuerich/coronavirus-zvv-reduziert-zugangebot-fuer-pendler-ld.1547396,Coronavirus: ZVV reduziert Zugangebot für Pendler,Neue Zürcher Zeitung,DE
2020-03-19 17:32:00+00:00,https://www.blick.ch/sport/vorteil-fuer-doper-wegen-corona-ein-grossteil-der-kontrollen-findet-nicht-mehr-statt-id15804035.html,Weniger Doping-Kontrollen: Vorteil für Doper wegen Corona? ,Blick,DE
2020-03-19 17:39:14+00:00,https://www.20min.ch/schweiz/news/story/23793032,20min - Corona-Dienstverweigerer erhalten zweite Chance,20 Minuten (DE),DE
2020-03-19 17:43:50.443000+00:00,https://www.nzz.ch/schweiz/coronavirus-bundesgericht-beschliesst-fristenstillstand-ld.1547435,Coronavirus: Bundesgericht beschliesst Fristenstillstand,Neue Zürcher Zeitung,DE
2020-03-19 18:06:19.096000+00:00,https://www.nzz.ch/meinung/corona-krise-auch-die-schweizer-banken-stehen-jetzt-in-der-pflicht-ld.1547431,Coronavirus: Die Schweizer Banken stehen jetzt in der Pflicht,Neue Zürcher Zeitung,DE
2020-03-19 18:09:43.227000+00:00,https://www.nzz.ch/schweiz/coronavirus-parlament-sucht-alternativstandort-fuer-mai-session-ld.1547488,Coronavirus: Parlament sucht Alternativstandort für Mai-Session,Neue Zürcher Zeitung,DE
2020-03-19 18:15:20.202000+00:00,https://www.blick.ch/news/ausland/auch-in-isreal-applaus-fuer-helden-in-weiss-id15805007.html,Corona: Ganz Israel klatscht für medizinisches Personal ,Blick,DE
2020-03-19 18:16:18+00:00,https://www.tagesanzeiger.ch/schweiz/standard/zuercher-statistiker-wollen-problem-mit-coronadaten-loesen/story/18321789,Schweizer Statistiker wollen Problem mit Corona-Daten lösen | Tages-Anzeiger,Tages Anzeiger,DE
2020-03-19 18:58:30.982000+00:00,https://www.nzz.ch/wochenende/gesellschaft/coronakrise-und-beziehungsleben-ehe-familie-liebe-unter-stress-ld.1547336,"Coronakrise und Beziehungsleben: Ehe, Familie, Liebe unter Stress",Neue Zürcher Zeitung,DE
2020-03-19 19:07:43.884000+00:00,https://www.nzz.ch/meinung/coronavirus-eine-ausgangssperre-ginge-zu-weit-ld.1547389,Coronavirus: Eine Ausgangssperre ginge zu weit,Neue Zürcher Zeitung,DE
2020-03-19 19:09:33+00:00,https://www.letemps.ch/node/1201590,L’éthique au temps du coronavirus – Une Suisse en mouvement,Le Temps,FR
2020-03-19 19:15:42.234000+00:00,https://www.nzz.ch/technologie/das-bag-prueft-die-nutzung-von-bewegungsdaten-von-handys-ld.1547470,Coronavirus: BAG prüft Nutzung von Handydaten,Neue Zürcher Zeitung,DE
2020-03-19 19:16:55.419000+00:00,https://www.nzz.ch/international/coronavirus-10-fragen-an-eine-corona-infizierte-ld.1547265,Coronavirus: 10 Fragen an eine Corona-Infizierte,Neue Zürcher Zeitung,DE
2020-03-19 19:19:49.494900+00:00,https://www.blick.ch/people-tv/royals/royales-pech-nimmt-kein-ende-prinzessin-beatrice-muss-traumhochzeit-absagen-id15803942.html,Beatrice muss wegen Coronavirus Hochzeitsfeier absagen ,Blick,DE
2020-03-19 19:20:51.980000+00:00,https://www.nzz.ch/sport/corona-krise-der-schweizer-sport-blickt-nach-bern-ld.1547495,Corona-Krise: Der Schweizer Sport blickt nach Bern | NZZ,Neue Zürcher Zeitung,DE
2020-03-19 19:21:09.099000+00:00,https://www.blick.ch/news/ausland/eda-bietet-unterstuetzung-gestrandete-schweizer-im-ausland-sollen-sich-ueber-app-melden-id15805000.html,Coronavirus: Gestrandete Schweizer sollen sich über App melden,Blick,DE
2020-03-19 19:32:04.814000+00:00,https://www.nzz.ch/international/coronakrise-in-deutschland-was-kann-die-bundeswehr-leisten-ld.1547493,Coronakrise in Deutschland: Was kann die Bundeswehr leisten?,Neue Zürcher Zeitung,DE
2020-03-19 19:33:00+00:00,https://www.srf.ch/news/schweiz/polizeikommandant-zu-corona-befolgt-doch-bitte-diese-verordnung-steht-nicht-unnoetig-herum,"Polizeikommandant zu Corona - «Befolgt doch bitte diese Verordnung, steht nicht unnötig herum» - News ",SRF,DE
2020-03-19 19:36:08.294000+00:00,https://www.nzz.ch/zuerich/coronavirus-in-zuerich-das-hilfspaket-kommt-rechtzeitig-ld.1547457,Coronavirus in Zürich: Das Hilfspaket kommt rechtzeitig,Neue Zürcher Zeitung,DE
2020-03-19 19:38:07.077000+00:00,https://www.blick.ch/meinung/blick-auf-die-usa-us-korrespondent-nicola-imfeld-erklaert-warum-die-corona-krise-lange-heruntergespielt-wurde-trump-hat-sein-land-verraten-id15803548.html,Coronavirus: Trump wegen US-Wahlen sein Land verraten ,Blick,DE
2020-03-19 20:13:19.960000+00:00,https://www.bernerzeitung.ch/der-kanton-bern-greift-zu-notrecht-und-beschwoert-den-bundesrat-629408078878,Corona-Krise trifft Wirtschaft – Der Kanton Bern greift zu Notrecht – und beschwört den Bundesrat | Berner Zeitung,Berner Zeitung,DE
2020-03-19 20:36:16.161600+00:00,https://www.blick.ch/news/politik/bildungspolitikerin-silvia-steiner-zur-corona-krise-tragisch-fuer-die-jugendlichen-id15804995.html,Corona-Krise: Bildungsdirektorin Silvia Steiner auf Blick TV ,Blick,DE
2020-03-19 20:45:35.353500+00:00,https://www.blick.ch/news/ausland/3-tot-4-im-spital-20-in-quarantaene-das-unfassbare-corona-leiden-der-familie-fusco-jackson-id15804755.html,Coronavirus: Das unfassbare Leiden der Familie Fusco-Jackson ,Blick,DE
2020-03-19 20:59:18+00:00,https://www.letemps.ch/node/1201596,"Chronique d’une maman ordinaire en période de Coronavirus – La formation, réponse aux défis d'aujourd'hui et de demain",Le Temps,FR
2020-03-19 21:10:14+00:00,https://www.20min.ch/ro/news/suisse/story/Courbe-pas-tres-optimiste-10554763,20min - Coronavirus: des courbes pas très optimistes,20 Minutes (FR),FR
2020-03-19 21:42:00+00:00,https://www.srf.ch/sport/mehr-sport/american-football/erster-corona-fall-in-der-nfl-saints-trainer-payton-positiv-getestet,Erster Corona-Fall in der NFL - Saints-Trainer Payton positiv getestet - Sport ,SRF,DE
2020-03-20 01:59:09.364000+00:00,https://www.nzz.ch/wirtschaft/das-coronavirus-stuerzt-deutschland-in-eine-rezession-ld.1547352,Das Coronavirus stürzt Deutschland in eine Rezession | NZZ,Neue Zürcher Zeitung,DE
2020-03-20 03:00:00+00:00,https://www.aargauerzeitung.ch/aargau/kanton-aargau/wegen-corona-virus-stehen-jetzt-auch-aargauer-wahlen-im-herbst-auf-der-kippe-137195811,Wegen Corona-Virus: Stehen jetzt auch Aargauer Wahlen im Herbst auf der Kippe? - Kanton (Aargau) - Aargau - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-20 03:15:00+00:00,https://www.aargauerzeitung.ch/aargau/brugg/ausmass-des-schadens-ist-riesig-corona-krise-bedroht-existenz-von-campussaal-betreiber-137193151,Ausmass des Schadens ist riesig: Corona-Krise bedroht Existenz von Campussaal-Betreiber - Brugg - Aargau - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-20 03:51:00+00:00,https://www.20min.ch/schweiz/news/story/So-viel-leerer-ist-der-HB-Zuerich-zu-Stosszeiten-25596843,20min - So viel leerer ist der HB Zürich wegen Corona,20 Minuten (DE),DE
2020-03-20 03:58:48.484800+00:00,https://www.blick.ch/auto/news_n_trends/coronakrise-keine-fahrkurse-und-pruefungen-mehr-in-den-fahrschulen-geht-gar-nichts-mehr-id15804369.html,Coronakrise: Keine Fahrkurse und Prüfungen mehr ,Blick,DE
2020-03-20 04:00:00+00:00,https://www.aargauerzeitung.ch/wirtschaft/wegen-des-corona-virus-braucht-die-wirtschaft-nun-ein-klares-signal-137196433,Wegen des Corona-Virus braucht die Wirtschaft nun ein klares Signal - Wirtschaft - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-20 05:34:21+00:00,https://www.20min.ch/ro/musique/news/story/F-chee-d-avoir-ete-utilisee-pour-creer--Coronavirus--19311407,20min - Fâchée d'avoir été utilisée pour créer «Coronavirus»,20 Minutes (FR),FR
2020-03-20 05:47:00+00:00,https://www.srf.ch/news/schweiz/aktuelles-zum-coronavirus-uri-muss-bei-ausgangssperre-fuer-senioren-zurueckkrebsen,Aktuelles zum Coronavirus - Noch haben die Intensivstationen die Lage im Griff - News ,SRF,DE
2020-03-20 05:49:14+00:00,https://www.24heures.ch/suisse/Le-coronavirus-frappe-aussi-les-salles-d-accouchement/story/24367066,Le coronavirus frappe aussi les salles d’accouchement | 24 heures,24 heures,FR
2020-03-20 06:05:07.825000+00:00,https://www.nzz.ch/wirtschaft/die-pharmabranche-will-im-kampf-gegen-covid-19-moeglichst-geeint-auftreten-ld.1547440,Im Kampf gegen das Coronavirus wollen die Pharmakonzerne weltweit kooperieren | NZZ,Neue Zürcher Zeitung,DE
2020-03-20 06:37:00+00:00,https://www.aargauerzeitung.ch/aargau/kanton-aargau/corona-virus-im-aargau-nun-sind-es-offiziell-118-infizierte-6-auf-intensivstation-3-werden-beatmet-137191390,"Corona-Virus im Aargau: Nun sind es offiziell 118 Infizierte – 6 auf Intensivstation, 3 werden beatmet - Kanton (Aargau) - Aargau - Aargauer Zeitung",Aargauer Zeitung,DE
2020-03-20 06:40:45+00:00,https://www.tdg.ch/suisse/Le-coronavirus-frappe-aussi-les-salles-d-accouchement/story/22515881,Le coronavirus frappe aussi les salles d’accouchement | Tribune de Genève,Tribune de Genève,FR
2020-03-20 06:42:16+00:00,https://www.tio.ch/newsblog/fashionchannel/1426768/coronavirus-petali-riso-matrimoni-inferiore,I matrimoni rinviati a causa del Coronavirus,Il portale del Ticino,IT
2020-03-20 06:43:53.411000+00:00,https://www.nzz.ch/zuerich/coronavirus-kanton-zuerich-praesentiert-massnahmen-fuer-wirtschaft-ld.1547398,Coronavirus: Kanton Zürich präsentiert Massnahmen für Wirtschaft,Neue Zürcher Zeitung,DE
2020-03-20 06:55:04+00:00,https://www.tagesanzeiger.ch/sport/leichtathletik/profitieren-doper-wirklich-vom-coronavirus/story/31801542,Analyse zu Wilsons These – Profitieren Doper wirklich von Corona? | Tages-Anzeiger,Tages Anzeiger,DE
2020-03-20 06:55:42+00:00,https://www.20min.ch/ro/multimedia/stories/story/12048886,20min - «LoL» a trouvé la parade contre le coronavirus,20 Minutes (FR),FR
2020-03-20 07:10:26+00:00,https://www.aargauerzeitung.ch/aargau/baden/kantonsspital-baden-noch-nicht-im-corona-notbetrieb-intern-wirft-das-fragen-auf-137195168,Kantonsspital Baden noch nicht im Corona-Notbetrieb – intern wirft das Fragen auf - Baden - Aargau - Aargauer Zeitung,Aargauer Zeitung,DE
2020-03-20 07:15:43.434300+00:00,https://www.blick.ch/news/corona-krise-miserable-hygiene-auf-baustellen-firmen-versprechen-besserung-dreckige-wcs-keine-desinfektion-kein-abstand-id15803458.html,Coronavirus: Hygienemängel auf Schweizer Baustellen ,Blick,DE
2020-03-20 07:24:26.262600+00:00,https://www.blick.ch/news/politik/sie-muessen-zahlen-obwohl-die-kinder-daheim-bleiben-eltern-wuetend-wegen-krippen-misere-id15804597.html,Coronavirus: Krippen-Misere macht Eltern wütend ,Blick,DE
2020-03-20 07:26:50.254000+00:00,https://www.tagesanzeiger.ch/sport/weitere/jetzt-ist-die-stunde-der-doper-gekommen-dank-corona/story/30762339,Alex Wilson – «Jetzt ist die Stunde der Doper gekommen – dank Corona» | Tages-Anzeiger,Tages Anzeiger,DE
